firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,,,Birth's Per Month,,Birth's Per Day,,Birth's Per Year,,Person's Per Course,,Globe or Smart,,,
name694,lastname694,October,17,0,BS Management,639185148276.00,918.51,918,,,,,,,,,,,,
name695,lastname695,July,23,98,BS Management Engineering,639181396470.00,918.14,918,,,,,,,,,,,,
name696,lastname696,August,20,97,BS Management,639276084332.00,927.61,927,,,,,,,,,,,,
name697,lastname697,August,8,97,BS Legal Management,639185577838.00,918.56,918,,,,,,,,,,,,
name698,lastname698,February,4,98,BS Management,639179904565.00,917.99,917,,,,,,,,,,,,
name699,lastname699,October,1,98,BS Management,639178522643.00,917.85,917,,,,,,,,,,,,
name700,lastname700,July,10,1,BS Management,639173492949.00,917.35,917,,,,,,,,,,,,
name701,lastname701,June,5,99,BS Management,639177886744.00,917.79,917,,,,,,,,,,,,
name702,lastname702,May,15,98,BS Comtech,639183607098.00,918.36,918,,,,,,,,,,,,
name703,lastname703,June,14,97,BS Legal Management,639274419452.00,927.44,927,,,,,,,,,,,,
name704,lastname704,October,14,97,BS Management,639172212593.00,917.22,917,,,,,,,,,,,,
name705,lastname705,December,13,98,BS Comtech,639279393466.00,927.94,927,,,,,,,,,,,,
name706,lastname706,November,20,1,BS Legal Management,639175164721.00,917.52,917,,,,,,,,,,,,
name707,lastname707,December,4,0,BS Management Engineering,639185464373.00,918.55,918,,,,,,,,,,,,
name708,lastname708,May,27,97,BS Legal Management,639278993173.00,927.90,927,,,,,,,,,,,,
name709,lastname709,November,11,98,BS Management,639177575871.00,917.76,917,,,,,,,,,,,,
name710,lastname710,November,9,98,BS Comtech,639189683488.00,918.97,918,,,,,,,,,,,,
name711,lastname711,March,4,97,BS Management Engineering,639183661192.00,918.37,918,,,,,,,,,,,,
name712,lastname712,July,21,99,BS IT Entrepreneurship,639279499293.00,927.95,927,,,,,,,,,,,,
name713,lastname713,February,3,1,BS Management Engineering,639173238702.00,917.32,917,,,,,,,,,,,,
name714,lastname714,December,20,98,BS Management,639182189517.00,918.22,918,,,,,,,,,,,,
name715,lastname715,May,4,98,BS Management,639273382750.00,927.34,927,,,,,,,,,,,,
name716,lastname716,March,12,98,BS Legal Management,639176638547.00,917.66,917,,,,,,,,,,,,
name717,lastname717,May,26,99,BS Comtech,639186564865.00,918.66,918,,,,,,,,,,,,
name718,lastname718,February,12,97,BS Management,639186574923.00,918.66,918,,,,,,,,,,,,
name719,lastname719,September,16,98,BS Legal Management,639175882431.00,917.59,917,,,,,,,,,,,,
name720,lastname720,February,2,1,BS Legal Management,639174964484.00,917.50,917,,,,,,,,,,,,
name721,lastname721,September,3,99,BS IT Entrepreneurship,639274762773.00,927.48,927,,,,,,,,,,,,
name722,lastname722,June,19,99,BS Comtech,639178583626.00,917.86,917,,,,,,,,,,,,
name723,lastname723,September,10,99,BS Comtech,639277877491.00,927.79,927,,,,,,,,,,,,
name724,lastname724,September,7,1,BS Management,639175351270.00,917.54,917,,,,,,,,,,,,
name725,lastname725,January,14,98,BS Management,639185604115.00,918.56,918,,,,,,,,,,,,
name726,lastname726,June,23,97,BS Management Engineering,639181678692.00,918.17,918,,,,,,,,,,,,
name727,lastname727,February,7,97,BS Management,639279293994.00,927.93,927,,,,,,,,,,,,
name728,lastname728,June,13,97,BS Comtech,639273093402.00,927.31,927,,,,,,,,,,,,
name729,lastname729,January,24,98,BS Management,639183548194.00,918.35,918,,,,,,,,,,,,
name730,lastname730,November,7,99,BS Management,639171815471.00,917.18,917,,,,,,,,,,,,
name731,lastname731,October,12,98,BS Management Engineering,639178021065.00,917.80,917,,,,,,,,,,,,
name732,lastname732,October,9,99,BS Comtech,639277524483.00,927.75,927,,,,,,,,,,,,
name733,lastname733,November,13,99,BS Comtech,639277514676.00,927.75,927,,,,,,,,,,,,
name734,lastname734,November,26,98,BS Management,639183359195.00,918.34,918,,,,,,,,,,,,
name735,lastname735,February,10,98,BS Management,639172993945.00,917.30,917,,,,,,,,,,,,
name736,lastname736,February,13,98,BS Legal Management,639272111491.00,927.21,927,,,,,,,,,,,,
name737,lastname737,November,23,1,BS IT Entrepreneurship,639272167464.00,927.22,927,,,,,,,,,,,,
name738,lastname738,July,7,0,BS Management Engineering,639188834422.00,918.88,918,,,,,,,,,,,,
name739,lastname739,April,12,99,BS Legal Management,639175855181.00,917.59,917,,,,,,,,,,,,
name740,lastname740,March,20,98,BS Legal Management,639173504703.00,917.35,917,,,,,,,,,,,,
name741,lastname741,September,5,98,BS Comtech,639177225363.00,917.72,917,,,,,,,,,,,,
name742,lastname742,September,2,97,BS Management Engineering,639181987932.00,918.20,918,,,,,,,,,,,,
name743,lastname743,July,14,98,BS IT Entrepreneurship,639179546667.00,917.95,917,,,,,,,,,,,,
name744,lastname744,October,28,97,BS IT Entrepreneurship,639275097514.00,927.51,927,,,,,,,,,,,,
name745,lastname745,October,5,98,BS Management,639277966417.00,927.80,927,,,,,,,,,,,,
name746,lastname746,December,7,1,BS IT Entrepreneurship,639276983622.00,927.70,927,,,,,,,,,,,,
name747,lastname747,December,18,99,BS IT Entrepreneurship,639187468659.00,918.75,918,,,,,,,,,,,,
name748,lastname748,April,5,1,BS Management,639175614001.00,917.56,917,,,,,,,,,,,,
name749,lastname749,February,17,97,BS Management Engineering,639271637846.00,927.16,927,,,,,,,,,,,,
name750,lastname750,December,1,97,BS Management,639276593077.00,927.66,927,,,,,,,,,,,,
name751,lastname751,November,19,98,BS IT Entrepreneurship,639176823751.00,917.68,917,,,,,,,,,,,,
name752,lastname752,April,11,0,BS Legal Management,639271112887.00,927.11,927,,,,,,,,,,,,
name753,lastname753,June,1,0,BS Comtech,639188094167.00,918.81,918,,,,,,,,,,,,
name754,lastname754,June,15,0,BS Management,639173807974.00,917.38,917,,,,,,,,,,,,
name755,lastname755,June,16,0,BS Management Engineering,639182348018.00,918.23,918,,,,,,,,,,,,
name756,lastname756,August,16,99,BS Management,639177382557.00,917.74,917,,,,,,,,,,,,
name757,lastname757,December,13,99,BS Management Engineering,639276656829.00,927.67,927,,,,,,,,,,,,
name758,lastname758,December,15,98,BS Comtech,639271039845.00,927.10,927,,,,,,,,,,,,
name759,lastname759,November,15,99,BS IT Entrepreneurship,639187161196.00,918.72,918,,,,,,,,,,,,
name760,lastname760,April,21,97,BS Comtech,639178892089.00,917.89,917,,,,,,,,,,,,
name761,lastname761,March,22,98,BS Management,639175365199.00,917.54,917,,,,,,,,,,,,
name762,lastname762,January,7,1,BS Management Engineering,639272013572.00,927.20,927,,,,,,,,,,,,
name763,lastname763,October,25,98,BS Legal Management,639277738564.00,927.77,927,,,,,,,,,,,,
name764,lastname764,April,27,99,BS Legal Management,639275629584.00,927.56,927,,,,,,,,,,,,
name765,lastname765,November,21,0,BS Comtech,639275738454.00,927.57,927,,,,,,,,,,,,
name766,lastname766,June,13,98,BS IT Entrepreneurship,639176375575.00,917.64,917,,,,,,,,,,,,
name767,lastname767,February,14,99,BS Management Engineering,639272931334.00,927.29,927,,,,,,,,,,,,
name768,lastname768,April,6,0,BS Legal Management,639171668658.00,917.17,917,,,,,,,,,,,,
name769,lastname769,June,28,97,BS IT Entrepreneurship,639181089862.00,918.11,918,,,,,,,,,,,,
name770,lastname770,April,4,1,BS Management Engineering,639172042709.00,917.20,917,,,,,,,,,,,,
name771,lastname771,December,27,0,BS Management Engineering,639278826056.00,927.88,927,,,,,,,,,,,,
name772,lastname772,May,12,97,BS Management Engineering,639271616194.00,927.16,927,,,,,,,,,,,,
name773,lastname773,December,1,99,BS Legal Management,639189066087.00,918.91,918,,,,,,,,,,,,
name774,lastname774,July,7,99,BS Management Engineering,639276581298.00,927.66,927,,,,,,,,,,,,
name775,lastname775,October,3,97,BS IT Entrepreneurship,639174244286.00,917.42,917,,,,,,,,,,,,
name776,lastname776,November,16,98,BS Management Engineering,639189392456.00,918.94,918,,,,,,,,,,,,
name777,lastname777,December,7,98,BS Legal Management,639278705781.00,927.87,927,,,,,,,,,,,,
name778,lastname778,November,19,98,BS IT Entrepreneurship,639273958840.00,927.40,927,,,,,,,,,,,,
name779,lastname779,February,26,99,BS Legal Management,639172706901.00,917.27,917,,,,,,,,,,,,
name780,lastname780,March,23,99,BS Management,639179526452.00,917.95,917,,,,,,,,,,,,
name781,lastname781,June,18,1,BS IT Entrepreneurship,639274183742.00,927.42,927,,,,,,,,,,,,
name782,lastname782,January,7,97,BS Management Engineering,639182338431.00,918.23,918,,,,,,,,,,,,
name783,lastname783,January,13,1,BS Comtech,639182197061.00,918.22,918,,,,,,,,,,,,
name784,lastname784,October,13,98,BS Management,639272989517.00,927.30,927,,,,,,,,,,,,
name785,lastname785,November,10,99,BS Comtech,639188535737.00,918.85,918,,,,,,,,,,,,
name786,lastname786,January,20,99,BS Management Engineering,639177316873.00,917.73,917,,,,,,,,,,,,
name787,lastname787,May,6,99,BS Legal Management,639279273411.00,927.93,927,,,,,,,,,,,,
name788,lastname788,December,10,99,BS IT Entrepreneurship,639183041152.00,918.30,918,,,,,,,,,,,,
name789,lastname789,June,6,98,BS Management Engineering,639274794510.00,927.48,927,,,,,,,,,,,,
name790,lastname790,November,8,99,BS Management Engineering,639175417757.00,917.54,917,,,,,,,,,,,,
name791,lastname791,February,2,98,BS Management,639188921734.00,918.89,918,,,,,,,,,,,,
name792,lastname792,June,28,98,BS Legal Management,639175518650.00,917.55,917,,,,,,,,,,,,
name793,lastname793,January,19,0,BS Management,639184687521.00,918.47,918,,,,,,,,,,,,
name794,lastname794,April,17,99,BS Comtech,639172419293.00,917.24,917,,,,,,,,,,,,
name795,lastname795,July,20,99,BS Legal Management,639178057437.00,917.81,917,,,,,,,,,,,,
name796,lastname796,June,28,98,BS Management,639274945884.00,927.49,927,,,,,,,,,,,,
name797,lastname797,September,27,99,BS Management,639178462976.00,917.85,917,,,,,,,,,,,,
name798,lastname798,October,8,99,BS Management,639179827959.00,917.98,917,,,,,,,,,,,,
name799,lastname799,October,6,97,BS Legal Management,639177634267.00,917.76,917,,,,,,,,,,,,
name800,lastname800,October,4,0,BS Management Engineering,639279259558.00,927.93,927,,,,,,,,,,,,
name801,lastname801,July,9,98,BS Comtech,639182228588.00,918.22,918,,,,,,,,,,,,
name802,lastname802,September,20,0,BS Legal Management,639174328589.00,917.43,917,,,,,,,,,,,,
name803,lastname803,September,8,99,BS Management Engineering,639271411347.00,927.14,927,,,,,,,,,,,,
name804,lastname804,January,4,0,BS Comtech,639183354115.00,918.34,918,,,,,,,,,,,,
name805,lastname805,February,22,99,BS Management,639276722746.00,927.67,927,,,,,,,,,,,,
name806,lastname806,September,16,98,BS Management Engineering,639178945967.00,917.89,917,,,,,,,,,,,,
name807,lastname807,August,16,99,BS Management,639172938858.00,917.29,917,,,,,,,,,,,,
name808,lastname808,February,5,97,BS Legal Management,639173406918.00,917.34,917,,,,,,,,,,,,
name809,lastname809,March,16,99,BS Legal Management,639175424578.00,917.54,917,,,,,,,,,,,,
name810,lastname810,July,27,1,BS Management,639274885698.00,927.49,927,,,,,,,,,,,,
name811,lastname811,September,12,97,BS Legal Management,639177106722.00,917.71,917,,,,,,,,,,,,
name812,lastname812,April,3,0,BS IT Entrepreneurship,639273121350.00,927.31,927,,,,,,,,,,,,
name813,lastname813,July,22,98,BS IT Entrepreneurship,639279308635.00,927.93,927,,,,,,,,,,,,
name814,lastname814,September,24,1,BS Legal Management,639186746521.00,918.67,918,,,,,,,,,,,,
name815,lastname815,May,28,97,BS Management,639173789770.00,917.38,917,,,,,,,,,,,,
name816,lastname816,October,22,0,BS Management Engineering,639177447100.00,917.74,917,,,,,,,,,,,,
name817,lastname817,May,23,0,BS Legal Management,639276178372.00,927.62,927,,,,,,,,,,,,
name818,lastname818,May,5,97,BS Management Engineering,639181147136.00,918.11,918,,,,,,,,,,,,
name819,lastname819,March,2,0,BS IT Entrepreneurship,639278422036.00,927.84,927,,,,,,,,,,,,
name820,lastname820,May,8,1,BS Management,639173182989.00,917.32,917,,,,,,,,,,,,
name821,lastname821,December,20,1,BS Management,639189367960.00,918.94,918,,,,,,,,,,,,
name822,lastname822,February,28,98,BS Legal Management,639184177143.00,918.42,918,,,,,,,,,,,,
name823,lastname823,February,26,98,BS Comtech,639278924500.00,927.89,927,,,,,,,,,,,,
name824,lastname824,June,28,97,BS Legal Management,639184819803.00,918.48,918,,,,,,,,,,,,
name825,lastname825,December,10,98,BS Management Engineering,639178193783.00,917.82,917,,,,,,,,,,,,
name826,lastname826,January,1,98,BS Comtech,639181262024.00,918.13,918,,,,,,,,,,,,
name827,lastname827,November,21,97,BS Management,639275623224.00,927.56,927,,,,,,,,,,,,
name828,lastname828,July,13,0,BS Management Engineering,639183087447.00,918.31,918,,,,,,,,,,,,
name829,lastname829,September,7,1,BS Management,639174479808.00,917.45,917,,,,,,,,,,,,
name830,lastname830,August,19,99,BS Management,639275497794.00,927.55,927,,,,,,,,,,,,
name831,lastname831,January,2,99,BS IT Entrepreneurship,639172391786.00,917.24,917,,,,,,,,,,,,
name832,lastname832,August,20,98,BS Comtech,639277635312.00,927.76,927,,,,,,,,,,,,
name833,lastname833,September,15,0,BS IT Entrepreneurship,639174177432.00,917.42,917,,,,,,,,,,,,
name834,lastname834,May,15,1,BS Comtech,639171167049.00,917.12,917,,,,,,,,,,,,
name835,lastname835,August,25,1,BS Legal Management,639185736898.00,918.57,918,,,,,,,,,,,,
name836,lastname836,March,26,1,BS Management Engineering,639279319624.00,927.93,927,,,,,,,,,,,,
name837,lastname837,November,14,0,BS Comtech,639278576715.00,927.86,927,,,,,,,,,,,,
name838,lastname838,December,13,1,BS Comtech,639187479833.00,918.75,918,,,,,,,,,,,,
name839,lastname839,September,3,98,BS Management,639174944004.00,917.49,917,,,,,,,,,,,,
name840,lastname840,October,22,98,BS Comtech,639276778540.00,927.68,927,,,,,,,,,,,,
name841,lastname841,August,20,99,BS Management,639177231059.00,917.72,917,,,,,,,,,,,,
name842,lastname842,July,22,99,BS IT Entrepreneurship,639274075637.00,927.41,927,,,,,,,,,,,,
name843,lastname843,April,4,97,BS Management,639278738336.00,927.87,927,,,,,,,,,,,,
name844,lastname844,May,28,99,BS Management Engineering,639172842175.00,917.28,917,,,,,,,,,,,,
name845,lastname845,September,7,98,BS IT Entrepreneurship,639184501669.00,918.45,918,,,,,,,,,,,,
name846,lastname846,September,1,97,BS Legal Management,639183376525.00,918.34,918,,,,,,,,,,,,
name847,lastname847,November,15,98,BS Management Engineering,639279631010.00,927.96,927,,,,,,,,,,,,
name848,lastname848,August,17,99,BS IT Entrepreneurship,639187821125.00,918.78,918,,,,,,,,,,,,
name849,lastname849,September,15,97,BS Comtech,639271589777.00,927.16,927,,,,,,,,,,,,
name850,lastname850,November,16,1,BS Management Engineering,639184542076.00,918.45,918,,,,,,,,,,,,
name851,lastname851,July,4,97,BS Legal Management,639186814113.00,918.68,918,,,,,,,,,,,,
name852,lastname852,July,1,97,BS Legal Management,639274028839.00,927.40,927,,,,,,,,,,,,
name853,lastname853,June,21,0,BS Comtech,639271803943.00,927.18,927,,,,,,,,,,,,
name854,lastname854,September,6,97,BS IT Entrepreneurship,639181753354.00,918.18,918,,,,,,,,,,,,
name855,lastname855,February,23,98,BS Management Engineering,639178163618.00,917.82,917,,,,,,,,,,,,
name856,lastname856,May,7,98,BS Management,639271199872.00,927.12,927,,,,,,,,,,,,
name857,lastname857,September,13,98,BS Legal Management,639177953886.00,917.80,917,,,,,,,,,,,,
name858,lastname858,April,18,0,BS IT Entrepreneurship,639271066957.00,927.11,927,,,,,,,,,,,,
name859,lastname859,November,20,1,BS Legal Management,639185139069.00,918.51,918,,,,,,,,,,,,
name860,lastname860,April,19,97,BS Management Engineering,639187135212.00,918.71,918,,,,,,,,,,,,
name861,lastname861,December,27,98,BS IT Entrepreneurship,639186854917.00,918.69,918,,,,,,,,,,,,
name862,lastname862,July,3,98,BS Management,639275811326.00,927.58,927,,,,,,,,,,,,
name863,lastname863,February,12,1,BS Management,639276186967.00,927.62,927,,,,,,,,,,,,
name864,lastname864,July,12,99,BS Legal Management,639183571556.00,918.36,918,,,,,,,,,,,,
name865,lastname865,May,17,1,BS Legal Management,639176936203.00,917.69,917,,,,,,,,,,,,
name866,lastname866,May,16,98,BS Legal Management,639272486994.00,927.25,927,,,,,,,,,,,,
name867,lastname867,March,28,97,BS IT Entrepreneurship,639171436591.00,917.14,917,,,,,,,,,,,,
name868,lastname868,January,11,99,BS Management Engineering,639172993591.00,917.30,917,,,,,,,,,,,,
name869,lastname869,July,27,97,BS Comtech,639275921019.00,927.59,927,,,,,,,,,,,,
name870,lastname870,January,11,99,BS Comtech,639181557151.00,918.16,918,,,,,,,,,,,,
name871,lastname871,July,7,99,BS Comtech,639174036185.00,917.40,917,,,,,,,,,,,,
name872,lastname872,March,23,97,BS Comtech,639174202785.00,917.42,917,,,,,,,,,,,,
name873,lastname873,May,17,99,BS Management Engineering,639189663409.00,918.97,918,,,,,,,,,,,,
name874,lastname874,January,10,98,BS Comtech,639186466350.00,918.65,918,,,,,,,,,,,,
name875,lastname875,June,17,1,BS IT Entrepreneurship,639274005224.00,927.40,927,,,,,,,,,,,,
name876,lastname876,February,21,1,BS Comtech,639189086977.00,918.91,918,,,,,,,,,,,,
name877,lastname877,August,27,1,BS IT Entrepreneurship,639186389959.00,918.64,918,,,,,,,,,,,,
name878,lastname878,July,22,99,BS Legal Management,639186165326.00,918.62,918,,,,,,,,,,,,
name879,lastname879,December,25,98,BS Management Engineering,639181397536.00,918.14,918,,,,,,,,,,,,
name880,lastname880,March,17,98,BS Management Engineering,639175335972.00,917.53,917,,,,,,,,,,,,
name881,lastname881,December,2,0,BS IT Entrepreneurship,639172217566.00,917.22,917,,,,,,,,,,,,
name882,lastname882,April,5,99,BS Comtech,639275307214.00,927.53,927,,,,,,,,,,,,
name883,lastname883,July,4,97,BS Legal Management,639178689083.00,917.87,917,,,,,,,,,,,,
name884,lastname884,April,23,0,BS Legal Management,639186603128.00,918.66,918,,,,,,,,,,,,
name885,lastname885,December,11,0,BS Management,639271752972.00,927.18,927,,,,,,,,,,,,
name886,lastname886,October,26,97,BS Legal Management,639172768699.00,917.28,917,,,,,,,,,,,,
name887,lastname887,April,4,0,BS Management Engineering,639172107063.00,917.21,917,,,,,,,,,,,,
name888,lastname888,July,2,98,BS Management,639271273113.00,927.13,927,,,,,,,,,,,,
name889,lastname889,July,20,1,BS Management,639179773508.00,917.98,917,,,,,,,,,,,,
name890,lastname890,November,2,98,BS Management,639173289205.00,917.33,917,,,,,,,,,,,,
name891,lastname891,August,13,0,BS Management Engineering,639188217480.00,918.82,918,,,,,,,,,,,,
name892,lastname892,March,26,98,BS Management Engineering,639176892678.00,917.69,917,,,,,,,,,,,,
name893,lastname893,July,2,98,BS Legal Management,639275974601.00,927.60,927,,,,,,,,,,,,
name894,lastname894,March,21,99,BS Legal Management,639171653793.00,917.17,917,,,,,,,,,,,,
name895,lastname895,February,14,99,BS IT Entrepreneurship,639171663062.00,917.17,917,,,,,,,,,,,,
name896,lastname896,October,10,98,BS Legal Management,639273469730.00,927.35,927,,,,,,,,,,,,
name897,lastname897,October,1,0,BS Management,639189127678.00,918.91,918,,,,,,,,,,,,
name898,lastname898,April,17,99,BS IT Entrepreneurship,639171701087.00,917.17,917,,,,,,,,,,,,
name899,lastname899,August,3,97,BS Management,639189727480.00,918.97,918,,,,,,,,,,,,
name900,lastname900,December,4,97,BS Legal Management,639277009691.00,927.70,927,,,,,,,,,,,,
name901,lastname901,April,2,1,BS Comtech,639279928635.00,927.99,927,,,,,,,,,,,,
name902,lastname902,January,18,1,BS IT Entrepreneurship,639181012444.00,918.10,918,,,,,,,,,,,,
name903,lastname903,May,27,97,BS Management,639181113466.00,918.11,918,,,,,,,,,,,,
name904,lastname904,December,8,97,BS Management Engineering,639179913757.00,917.99,917,,,,,,,,,,,,
name905,lastname905,March,12,99,BS IT Entrepreneurship,639176074978.00,917.61,917,,,,,,,,,,,,
name906,lastname906,October,12,98,BS Legal Management,639189011766.00,918.90,918,,,,,,,,,,,,
name907,lastname907,July,25,97,BS Comtech,639177743282.00,917.77,917,,,,,,,,,,,,
name908,lastname908,January,11,99,BS Comtech,639181869039.00,918.19,918,,,,,,,,,,,,
name909,lastname909,December,27,98,BS Comtech,639189319646.00,918.93,918,,,,,,,,,,,,
name910,lastname910,September,15,1,BS Comtech,639189598390.00,918.96,918,,,,,,,,,,,,
name911,lastname911,November,9,97,BS Management,639185663286.00,918.57,918,,,,,,,,,,,,
name912,lastname912,December,1,98,BS Management,639185994332.00,918.60,918,,,,,,,,,,,,
name913,lastname913,June,23,99,BS Management,639275734571.00,927.57,927,,,,,,,,,,,,
name914,lastname914,March,23,99,BS IT Entrepreneurship,639177982620.00,917.80,917,,,,,,,,,,,,
name915,lastname915,April,19,97,BS Legal Management,639172659185.00,917.27,917,,,,,,,,,,,,
name916,lastname916,January,24,97,BS Comtech,639277531533.00,927.75,927,,,,,,,,,,,,
name917,lastname917,August,17,1,BS IT Entrepreneurship,639175883224.00,917.59,917,,,,,,,,,,,,
name918,lastname918,November,9,97,BS Legal Management,639188702621.00,918.87,918,,,,,,,,,,,,
name919,lastname919,March,18,97,BS Comtech,639189826506.00,918.98,918,,,,,,,,,,,,
name920,lastname920,November,12,0,BS Management Engineering,639177106432.00,917.71,917,,,,,,,,,,,,
name921,lastname921,July,21,1,BS Management,639276893928.00,927.69,927,,,,,,,,,,,,
name922,lastname922,May,25,0,BS Legal Management,639187237128.00,918.72,918,,,,,,,,,,,,
name923,lastname923,January,17,1,BS Management,639271881317.00,927.19,927,,,,,,,,,,,,
name924,lastname924,July,14,97,BS Comtech,639177519632.00,917.75,917,,,,,,,,,,,,
name925,lastname925,November,4,99,BS Comtech,639174097669.00,917.41,917,,,,,,,,,,,,
name926,lastname926,April,24,98,BS IT Entrepreneurship,639187771156.00,918.78,918,,,,,,,,,,,,
name927,lastname927,July,28,97,BS Management Engineering,639183902146.00,918.39,918,,,,,,,,,,,,
name928,lastname928,February,13,97,BS Management Engineering,639186755512.00,918.68,918,,,,,,,,,,,,
name929,lastname929,November,21,99,BS IT Entrepreneurship,639184507839.00,918.45,918,,,,,,,,,,,,
name930,lastname930,November,25,99,BS Management Engineering,639279505397.00,927.95,927,,,,,,,,,,,,
name931,lastname931,March,16,98,BS Management,639174097205.00,917.41,917,,,,,,,,,,,,
name932,lastname932,August,5,99,BS Management,639277689251.00,927.77,927,,,,,,,,,,,,
name933,lastname933,June,12,99,BS Legal Management,639278601383.00,927.86,927,,,,,,,,,,,,
name934,lastname934,July,28,0,BS Management Engineering,639279662788.00,927.97,927,,,,,,,,,,,,
name935,lastname935,August,24,99,BS Comtech,639185975321.00,918.60,918,,,,,,,,,,,,
name936,lastname936,November,2,0,BS Legal Management,639187201768.00,918.72,918,,,,,,,,,,,,
name937,lastname937,January,8,98,BS Management,639185823906.00,918.58,918,,,,,,,,,,,,
name938,lastname938,January,22,0,BS Management Engineering,639181843212.00,918.18,918,,,,,,,,,,,,
name939,lastname939,April,17,97,BS Management Engineering,639172715839.00,917.27,917,,,,,,,,,,,,
name940,lastname940,June,6,98,BS Management,639179777795.00,917.98,917,,,,,,,,,,,,
name941,lastname941,July,21,99,BS Management Engineering,639171656593.00,917.17,917,,,,,,,,,,,,
name942,lastname942,August,14,0,BS Comtech,639172232556.00,917.22,917,,,,,,,,,,,,
name943,lastname943,April,24,99,BS Comtech,639277707950.00,927.77,927,,,,,,,,,,,,
name944,lastname944,November,13,98,BS Comtech,639276646148.00,927.66,927,,,,,,,,,,,,
name945,lastname945,November,2,99,BS IT Entrepreneurship,639278905180.00,927.89,927,,,,,,,,,,,,
name946,lastname946,September,20,98,BS Management Engineering,639276444841.00,927.64,927,,,,,,,,,,,,
name947,lastname947,September,27,99,BS Management Engineering,639175051295.00,917.51,917,,,,,,,,,,,,
name948,lastname948,July,9,98,BS IT Entrepreneurship,639179066791.00,917.91,917,,,,,,,,,,,,
name949,lastname949,August,7,0,BS Management Engineering,639173746420.00,917.37,917,,,,,,,,,,,,
name950,lastname950,July,15,97,BS Management,639272951812.00,927.30,927,,,,,,,,,,,,
name951,lastname951,August,20,0,BS Management Engineering,639176898285.00,917.69,917,,,,,,,,,,,,
name952,lastname952,April,7,98,BS Legal Management,639186784969.00,918.68,918,,,,,,,,,,,,
name953,lastname953,July,16,1,BS Legal Management,639182949247.00,918.29,918,,,,,,,,,,,,
name954,lastname954,April,23,0,BS Comtech,639187807638.00,918.78,918,,,,,,,,,,,,
name955,lastname955,November,4,98,BS IT Entrepreneurship,639187601168.00,918.76,918,,,,,,,,,,,,
name956,lastname956,November,16,97,BS Legal Management,639273739248.00,927.37,927,,,,,,,,,,,,
name957,lastname957,March,15,97,BS Management,639185019104.00,918.50,918,,,,,,,,,,,,
name958,lastname958,June,23,99,BS Comtech,639173169587.00,917.32,917,,,,,,,,,,,,
name959,lastname959,November,1,97,BS Management Engineering,639272342768.00,927.23,927,,,,,,,,,,,,
name960,lastname960,August,5,98,BS Management,639189492654.00,918.95,918,,,,,,,,,,,,
name961,lastname961,October,28,97,BS Management Engineering,639178152634.00,917.82,917,,,,,,,,,,,,
name962,lastname962,June,24,98,BS IT Entrepreneurship,639277729962.00,927.77,927,,,,,,,,,,,,
name963,lastname963,December,25,97,BS IT Entrepreneurship,639173094471.00,917.31,917,,,,,,,,,,,,
name964,lastname964,March,24,0,BS Comtech,639177493301.00,917.75,917,,,,,,,,,,,,
name965,lastname965,July,21,97,BS Comtech,639273842721.00,927.38,927,,,,,,,,,,,,
name966,lastname966,November,15,99,BS IT Entrepreneurship,639172378133.00,917.24,917,,,,,,,,,,,,
name967,lastname967,March,26,99,BS IT Entrepreneurship,639279644299.00,927.96,927,,,,,,,,,,,,
name968,lastname968,March,19,0,BS Comtech,639172409076.00,917.24,917,,,,,,,,,,,,
name969,lastname969,June,2,98,BS IT Entrepreneurship,639171769439.00,917.18,917,,,,,,,,,,,,
name970,lastname970,July,9,97,BS Management Engineering,639271009164.00,927.10,927,,,,,,,,,,,,
name971,lastname971,April,9,98,BS Management Engineering,639277308393.00,927.73,927,,,,,,,,,,,,
name972,lastname972,November,28,99,BS Comtech,639173895738.00,917.39,917,,,,,,,,,,,,
name973,lastname973,May,25,97,BS Management Engineering,639176345100.00,917.63,917,,,,,,,,,,,,
name974,lastname974,December,20,1,BS IT Entrepreneurship,639273571836.00,927.36,927,,,,,,,,,,,,
name975,lastname975,March,11,0,BS Management Engineering,639178684656.00,917.87,917,,,,,,,,,,,,
name976,lastname976,November,7,99,BS Legal Management,639189187519.00,918.92,918,,,,,,,,,,,,
name977,lastname977,March,21,99,BS Management Engineering,639186328482.00,918.63,918,,,,,,,,,,,,
name978,lastname978,November,25,97,BS Management Engineering,639175256204.00,917.53,917,,,,,,,,,,,,
name979,lastname979,September,23,98,BS Management,639277651941.00,927.77,927,,,,,,,,,,,,
name980,lastname980,December,14,1,BS Legal Management,639186064478.00,918.61,918,,,,,,,,,,,,
name981,lastname981,March,10,99,BS Comtech,639277608017.00,927.76,927,,,,,,,,,,,,
name982,lastname982,June,21,0,BS Legal Management,639178293943.00,917.83,917,,,,,,,,,,,,
name983,lastname983,March,24,99,BS Legal Management,639176621872.00,917.66,917,,,,,,,,,,,,
name984,lastname984,July,22,99,BS Legal Management,639172837138.00,917.28,917,,,,,,,,,,,,
name985,lastname985,November,17,1,BS Comtech,639272541823.00,927.25,927,,,,,,,,,,,,
name986,lastname986,February,28,0,BS Comtech,639176281470.00,917.63,917,,,,,,,,,,,,
name987,lastname987,January,13,97,BS Management,639271477217.00,927.15,927,,,,,,,,,,,,
name988,lastname988,December,27,97,BS Legal Management,639173144815.00,917.31,917,,,,,,,,,,,,
